             зеркало|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
                   5|    1|    1|    1|    1|    0|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    0|    1|    0|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    1|    0|    1|
       зацикливаться|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
                   6|    1|    0|    0|    1|    1|    1|    0|    1|    1|    1|    0|    1|    1|    1|    1|    0|    0|    0|    1|    0|    1|    0|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    0|    1|    1|    1|    1|    1|    1|    0|
              стекло|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
               финал|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
                   в|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|
             прошлый|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|
                 раз|    1|    0|    1|    0|    0|    1|    1|    0|    0|    1|    1|    1|    1|    1|    0|    0|    1|    1|    0|    0|    1|    1|    0|    0|    1|    0|    0|    1|    1|    1|    1|    0|    0|    0|    0|    0|    1|    1|    0|    1|
                  мы|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    0|    1|    0|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    0|    1|    1|    1|    0|    1|
                   с|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|
       рассматривать|    1|    0|    1|    0|    0|    0|    1|    0|    0|    0|    1|    1|    1|    1|    1|    1|    0|    1|    0|    0|    1|    1|    0|    0|    1|    1|    1|    0|    1|    0|    1|    0|    1|    0|    1|    1|    1|    0|    1|    1|
                 что|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|
                  же|    1|    1|    1|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    0|    1|    1|    1|
                  из|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|
                себя|    1|    1|    1|    1|    1|    1|    1|    0|    1|    0|    1|    1|    1|    0|    1|    0|    0|    1|    0|    0|    1|    1|    0|    0|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    0|    1|    1|    1|    0|
        представлять|    1|    1|    0|    1|    0|    1|    1|    0|    0|    0|    0|    1|    1|    0|    0|    0|    0|    1|    0|    0|    1|    1|    1|    0|    1|    1|    0|    1|    0|    0|    1|    1|    1|    1|    0|    0|    1|    0|    1|    0|
                 Ray|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
             Tracing|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
                  он|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|
            работать|    1|    1|    0|    1|    0|    1|    1|    0|    1|    1|    1|    0|    1|    1|    0|    1|    0|    1|    1|    1|    0|    1|    0|    0|    1|    0|    0|    1|    1|    0|    1|    0|    1|    1|    1|    0|    1|    1|    0|    1|
                итог|    1|    0|    1|    0|    1|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
                 тот|    1|    1|    1|    1|    0|    1|    1|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    0|    1|    0|    1|    0|    1|    1|    1|    1|    1|    0|    1|    0|    0|    1|    1|    1|
         становиться|    1|    0|    0|    1|    1|    1|    0|    1|    1|    0|    1|    1|    1|    1|    0|    0|    0|    0|    0|    1|    0|    0|    0|    1|    0|    0|    1|    0|    0|    0|    1|    0|    0|    0|    1|    0|    1|    1|    1|    1|
          приложение|    1|    1|    0|    1|    0|    0|    0|    0|    0|    1|    0|    0|    1|    0|    0|    0|    1|    0|    1|    0|    0|    1|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|
           создавать|    1|    1|    0|    1|    1|    0|    1|    1|    1|    0|    1|    1|    1|    0|    1|    1|    1|    0|    1|    0|    0|    1|    0|    0|    1|    0|    0|    0|    1|    0|    1|    0|    1|    0|    1|    1|    0|    0|    1|    0|
                  то|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|
                  не|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|
               менее|    1|    0|    0|    0|    0|    1|    1|    0|    1|    0|    0|    0|    0|    0|    0|    1|    0|    1|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    1|    1|    0|    0|    1|    0|    0|    0|    1|    1|    0|    0|
               сцена|    1|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    1|    0|    1|    0|    0|    0|    0|    0|    0|    1|    1|    0|    0|    0|    0|    0|    0|    0|    1|    1|    0|    0|    0|    0|    0|    1|    0|    0|    0|
            пайплайн|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|
              шейдер|    1|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    1|    1|    1|    0|    0|    1|    0|    0|    0|    1|    1|    0|    0|    0|    0|    0|    1|    1|    1|    1|    0|    0|    1|    1|    0|    0|    1|    0|    0|
            выводить|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    1|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
               экран|    1|    1|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    1|    1|    0|    0|    0|    0|    0|    0|    1|    1|    1|    0|    0|    0|    1|    1|    1|    1|    0|    0|
         трассировка|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    1|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
                 луч|    1|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    1|    0|    1|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|
                  по|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|
                хоть|    1|    0|    0|    0|    1|    0|    0|    1|    0|    0|    1|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|
                 наш|    1|    1|    1|    1|    1|    1|    1|    1|    1|    0|    1|    1|    1|    1|    0|    1|    0|    0|    0|    1|    1|    1|    0|    0|    1|    0|    1|    1|    1|    0|    1|    0|    1|    1|    0|    0|    1|    1|    0|    0|
         треугольник|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    1|    0|    0|    0|    1|    1|    0|    1|    1|    1|    0|    0|    0|    0|    0|    1|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
          получаться|    1|    0|    1|    0|    1|    1|    1|    0|    0|    0|    1|    1|    1|    1|    0|    1|    0|    1|    0|    0|    0|    1|    0|    1|    1|    1|    1|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    1|
             порядок|    1|    0|    0|    1|    0|    0|    0|    0|    0|    0|    1|    1|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    1|    1|    0|    1|    0|    0|    0|    0|    1|    0|    0|    1|    1|    0|    0|    1|    0|    1|
        реалистичный|    1|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    1|    1|    0|
     растеризованный|    1|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|    0|
            хотеться|    1|    1|    0|    0|    1|    0|    0|    0|    0|    0|    0|    1|    1|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    1|    0|    0|    0|    0|    0|    0|    0|    0|    1|    0|    1|    0|    0|
